Index,UNIQUE_SUBJECT_UID,Task,Train,Test,Congruency,Ratio,Validation Accuracy
207,count-size_equate_2_368,count-size,Total Surface Area,Total Surface Area,1,86,0.95
208,count-size_equate_2_369,count-size,Total Surface Area,Total Surface Area,1,86,0.95
209,count-size_equate_2_370,count-size,Total Surface Area,Total Surface Area,1,86,0.95
210,count-size_equate_2_371,count-size,Total Surface Area,Total Surface Area,1,86,0.85
211,count-size_equate_2_372,count-size,Total Surface Area,Total Surface Area,1,86,0.85
212,count-size_equate_2_373,count-size,Total Surface Area,Total Surface Area,1,86,0.95
213,count-size_equate_2_374,count-size,Total Surface Area,Total Surface Area,1,86,0.95
214,count-size_equate_2_375,count-size,Total Surface Area,Total Surface Area,1,86,0.95
215,count-size_equate_2_376,count-size,Total Surface Area,Total Surface Area,1,86,0.95
216,count-size_equate_2_377,count-size,Total Surface Area,Total Surface Area,1,86,0.9
217,count-size_equate_2_378,count-size,Total Surface Area,Total Surface Area,1,86,0.95
218,count-size_equate_2_379,count-size,Total Surface Area,Total Surface Area,1,86,0.95
219,count-size_equate_2_380,count-size,Total Surface Area,Total Surface Area,1,86,0.85
220,count-size_equate_2_361,count-size,Total Surface Area,Total Surface Area,0,86,0.95
221,count-size_equate_2_362,count-size,Total Surface Area,Total Surface Area,0,86,0.65
222,count-size_equate_2_363,count-size,Total Surface Area,Total Surface Area,0,86,0.25
223,count-size_equate_2_364,count-size,Total Surface Area,Total Surface Area,0,86,0.8
224,count-size_equate_2_365,count-size,Total Surface Area,Total Surface Area,0,86,0.55
225,count-size_equate_2_366,count-size,Total Surface Area,Total Surface Area,0,86,1.0
226,count-size_equate_2_367,count-size,Total Surface Area,Total Surface Area,0,86,0.85
227,count-size_equate_2_368,count-size,Total Surface Area,Total Surface Area,0,86,0.75
228,count-size_equate_2_369,count-size,Total Surface Area,Total Surface Area,0,86,0.95
229,count-size_equate_2_370,count-size,Total Surface Area,Total Surface Area,0,86,0.7
230,count-size_equate_2_371,count-size,Total Surface Area,Total Surface Area,0,86,0.75
231,count-size_equate_2_372,count-size,Total Surface Area,Total Surface Area,0,86,0.85
232,count-size_equate_2_373,count-size,Total Surface Area,Total Surface Area,0,86,0.9
233,count-size_equate_2_374,count-size,Total Surface Area,Total Surface Area,0,86,0.5
234,count-size_equate_2_375,count-size,Total Surface Area,Total Surface Area,0,86,0.75
235,count-size_equate_2_376,count-size,Total Surface Area,Total Surface Area,0,86,0.85
236,count-size_equate_2_377,count-size,Total Surface Area,Total Surface Area,0,86,0.7
237,count-size_equate_2_378,count-size,Total Surface Area,Total Surface Area,0,86,0.8
238,count-size_equate_2_379,count-size,Total Surface Area,Total Surface Area,0,86,0.8
239,count-size_equate_2_380,count-size,Total Surface Area,Total Surface Area,0,86,0.75
0,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,1,50,1.0
1,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,1,50,1.0
2,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,1,50,0.85
3,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,1,50,1.0
4,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,1,50,1.0
5,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,1,50,1.0
6,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,1,50,1.0
7,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,1,50,1.0
8,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,1,50,1.0
9,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,1,50,1.0
10,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,1,50,1.0
11,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,1,50,1.0
12,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,1,50,1.0
13,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,1,50,1.0
14,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,1,50,1.0
15,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,1,50,1.0
16,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,1,50,1.0
17,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,1,50,1.0
18,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,1,50,1.0
19,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,1,50,1.0
20,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,0,50,1.0
21,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,0,50,0.95
22,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,0,50,0.0
23,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,0,50,1.0
24,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,0,50,0.95
25,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,0,50,1.0
26,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,0,50,1.0
27,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,0,50,1.0
28,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,0,50,1.0
29,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,0,50,1.0
30,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,0,50,1.0
31,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,0,50,1.0
32,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,0,50,1.0
33,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,0,50,0.95
34,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,0,50,1.0
35,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,0,50,1.0
36,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,0,50,1.0
37,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,0,50,1.0
38,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,0,50,1.0
39,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,0,50,1.0
40,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,1,56,1.0
41,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,1,56,1.0
42,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,1,56,0.0
43,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,1,56,1.0
44,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,1,56,1.0
45,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,1,56,1.0
46,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,1,56,1.0
47,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,1,56,1.0
48,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,1,56,1.0
49,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,1,56,1.0
50,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,1,56,1.0
51,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,1,56,1.0
52,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,1,56,1.0
53,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,1,56,1.0
54,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,1,56,1.0
55,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,1,56,1.0
56,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,1,56,1.0
57,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,1,56,1.0
58,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,1,56,1.0
59,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,1,56,1.0
60,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,0,56,1.0
61,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,0,56,1.0
62,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,0,56,1.0
63,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,0,56,1.0
64,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,0,56,1.0
65,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,0,56,1.0
66,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,0,56,1.0
67,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,0,56,1.0
68,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,0,56,1.0
69,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,0,56,1.0
70,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,0,56,1.0
71,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,0,56,1.0
72,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,0,56,1.0
73,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,0,56,1.0
74,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,0,56,1.0
75,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,0,56,1.0
76,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,0,56,1.0
77,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,0,56,1.0
78,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,0,56,1.0
79,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,0,56,1.0
80,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,1,63,1.0
81,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,1,63,1.0
82,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,1,63,0.0
83,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,1,63,1.0
84,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,1,63,0.95
85,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,1,63,1.0
86,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,1,63,1.0
87,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,1,63,1.0
88,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,1,63,1.0
89,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,1,63,1.0
90,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,1,63,1.0
91,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,1,63,1.0
92,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,1,63,1.0
93,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,1,63,1.0
94,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,1,63,1.0
95,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,1,63,1.0
96,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,1,63,1.0
97,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,1,63,1.0
98,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,1,63,1.0
99,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,1,63,1.0
100,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,0,63,1.0
101,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,0,63,1.0
102,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,0,63,1.0
103,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,0,63,1.0
104,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,0,63,1.0
105,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,0,63,1.0
106,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,0,63,1.0
107,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,0,63,1.0
108,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,0,63,1.0
109,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,0,63,1.0
110,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,0,63,1.0
111,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,0,63,1.0
112,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,0,63,1.0
113,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,0,63,1.0
114,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,0,63,1.0
115,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,0,63,1.0
116,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,0,63,1.0
117,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,0,63,1.0
118,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,0,63,1.0
119,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,0,63,1.0
120,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,1,71,1.0
121,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,1,71,0.95
122,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,1,71,0.0
123,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,1,71,1.0
124,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,1,71,0.9
125,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,1,71,1.0
126,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,1,71,1.0
127,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,1,71,1.0
128,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,1,71,1.0
129,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,1,71,1.0
130,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,1,71,1.0
131,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,1,71,1.0
132,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,1,71,1.0
133,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,1,71,0.85
134,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,1,71,1.0
135,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,1,71,1.0
136,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,1,71,1.0
137,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,1,71,1.0
138,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,1,71,1.0
139,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,1,71,1.0
140,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,0,71,0.9
141,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,0,71,0.95
142,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,0,71,1.0
143,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,0,71,0.95
144,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,0,71,1.0
145,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,0,71,1.0
146,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,0,71,1.0
147,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,0,71,1.0
148,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,0,71,1.0
149,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,0,71,1.0
150,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,0,71,0.9
151,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,0,71,0.95
152,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,0,71,1.0
153,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,0,71,1.0
154,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,0,71,1.0
155,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,0,71,1.0
156,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,0,71,0.95
157,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,0,71,1.0
158,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,0,71,0.95
159,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,0,71,0.9
160,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,1,75,1.0
161,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,1,75,0.9
162,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,1,75,0.0
163,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,1,75,1.0
164,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,1,75,0.7
165,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,1,75,1.0
166,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,1,75,1.0
167,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,1,75,1.0
168,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,1,75,1.0
169,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,1,75,1.0
170,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,1,75,1.0
171,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,1,75,1.0
172,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,1,75,1.0
173,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,1,75,0.95
174,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,1,75,1.0
175,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,1,75,1.0
176,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,1,75,1.0
177,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,1,75,1.0
178,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,1,75,1.0
179,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,1,75,1.0
180,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,0,75,1.0
181,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,0,75,1.0
182,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,0,75,1.0
183,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,0,75,1.0
184,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,0,75,1.0
185,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,0,75,1.0
186,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,0,75,1.0
187,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,0,75,1.0
188,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,0,75,1.0
189,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,0,75,1.0
190,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,0,75,0.9
191,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,0,75,1.0
192,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,0,75,1.0
193,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,0,75,1.0
194,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,0,75,1.0
195,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,0,75,1.0
196,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,0,75,1.0
197,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,0,75,1.0
198,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,0,75,1.0
199,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,0,75,1.0
200,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,1,86,1.0
201,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,1,86,0.9
202,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,1,86,0.0
203,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,1,86,0.95
204,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,1,86,0.8
205,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,1,86,1.0
206,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,1,86,0.95
207,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,1,86,0.95
208,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,1,86,0.95
209,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,1,86,0.9
210,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,1,86,0.95
211,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,1,86,0.95
212,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,1,86,0.95
213,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,1,86,0.85
214,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,1,86,1.0
215,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,1,86,0.95
216,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,1,86,0.9
217,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,1,86,1.0
218,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,1,86,0.95
219,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,1,86,0.95
220,count-size_equate_2_361,count-size,Total Surface Area,Convex Hull,0,86,0.9
221,count-size_equate_2_362,count-size,Total Surface Area,Convex Hull,0,86,0.95
222,count-size_equate_2_363,count-size,Total Surface Area,Convex Hull,0,86,1.0
223,count-size_equate_2_364,count-size,Total Surface Area,Convex Hull,0,86,0.9
224,count-size_equate_2_365,count-size,Total Surface Area,Convex Hull,0,86,1.0
225,count-size_equate_2_366,count-size,Total Surface Area,Convex Hull,0,86,1.0
226,count-size_equate_2_367,count-size,Total Surface Area,Convex Hull,0,86,0.9
227,count-size_equate_2_368,count-size,Total Surface Area,Convex Hull,0,86,0.9
228,count-size_equate_2_369,count-size,Total Surface Area,Convex Hull,0,86,0.9
229,count-size_equate_2_370,count-size,Total Surface Area,Convex Hull,0,86,0.95
230,count-size_equate_2_371,count-size,Total Surface Area,Convex Hull,0,86,0.8
231,count-size_equate_2_372,count-size,Total Surface Area,Convex Hull,0,86,0.9
232,count-size_equate_2_373,count-size,Total Surface Area,Convex Hull,0,86,1.0
233,count-size_equate_2_374,count-size,Total Surface Area,Convex Hull,0,86,0.95
234,count-size_equate_2_375,count-size,Total Surface Area,Convex Hull,0,86,1.0
235,count-size_equate_2_376,count-size,Total Surface Area,Convex Hull,0,86,0.95
236,count-size_equate_2_377,count-size,Total Surface Area,Convex Hull,0,86,0.9
237,count-size_equate_2_378,count-size,Total Surface Area,Convex Hull,0,86,0.95
238,count-size_equate_2_379,count-size,Total Surface Area,Convex Hull,0,86,0.9
239,count-size_equate_2_380,count-size,Total Surface Area,Convex Hull,0,86,0.9
0,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,1,50,1.0
1,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,1,50,1.0
2,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,1,50,1.0
3,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,1,50,1.0
4,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,1,50,1.0
5,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,1,50,1.0
6,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,1,50,1.0
7,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,1,50,1.0
8,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,1,50,1.0
9,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,1,50,1.0
10,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,1,50,1.0
11,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,1,50,1.0
12,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,1,50,1.0
13,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,1,50,1.0
14,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,1,50,1.0
15,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,1,50,1.0
16,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,1,50,1.0
17,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,1,50,1.0
18,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,1,50,1.0
19,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,1,50,1.0
20,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,0,50,1.0
21,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,0,50,0.85
22,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,0,50,0.0
23,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,0,50,0.95
24,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,0,50,0.45
25,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,0,50,1.0
26,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,0,50,1.0
27,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,0,50,0.9
28,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,0,50,1.0
29,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,0,50,0.8
30,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,0,50,0.95
31,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,0,50,1.0
32,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,0,50,1.0
33,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,0,50,0.45
34,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,0,50,0.95
35,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,0,50,0.9
36,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,0,50,0.95
37,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,0,50,1.0
38,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,0,50,0.95
39,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,0,50,0.9
40,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,1,56,1.0
41,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,1,56,1.0
42,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,1,56,0.0
43,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,1,56,1.0
44,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,1,56,1.0
45,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,1,56,1.0
46,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,1,56,1.0
47,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,1,56,1.0
48,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,1,56,1.0
49,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,1,56,1.0
50,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,1,56,1.0
51,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,1,56,1.0
52,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,1,56,1.0
53,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,1,56,1.0
54,count-size_equate_2_375,count-size,Total Surface Area,Average Diameter,1,56,1.0
55,count-size_equate_2_376,count-size,Total Surface Area,Average Diameter,1,56,1.0
56,count-size_equate_2_377,count-size,Total Surface Area,Average Diameter,1,56,1.0
57,count-size_equate_2_378,count-size,Total Surface Area,Average Diameter,1,56,1.0
58,count-size_equate_2_379,count-size,Total Surface Area,Average Diameter,1,56,1.0
59,count-size_equate_2_380,count-size,Total Surface Area,Average Diameter,1,56,1.0
60,count-size_equate_2_361,count-size,Total Surface Area,Average Diameter,0,56,0.7
61,count-size_equate_2_362,count-size,Total Surface Area,Average Diameter,0,56,0.95
62,count-size_equate_2_363,count-size,Total Surface Area,Average Diameter,0,56,0.9
63,count-size_equate_2_364,count-size,Total Surface Area,Average Diameter,0,56,0.9
64,count-size_equate_2_365,count-size,Total Surface Area,Average Diameter,0,56,0.9
65,count-size_equate_2_366,count-size,Total Surface Area,Average Diameter,0,56,1.0
66,count-size_equate_2_367,count-size,Total Surface Area,Average Diameter,0,56,0.95
67,count-size_equate_2_368,count-size,Total Surface Area,Average Diameter,0,56,1.0
68,count-size_equate_2_369,count-size,Total Surface Area,Average Diameter,0,56,0.95
69,count-size_equate_2_370,count-size,Total Surface Area,Average Diameter,0,56,1.0
70,count-size_equate_2_371,count-size,Total Surface Area,Average Diameter,0,56,0.9
71,count-size_equate_2_372,count-size,Total Surface Area,Average Diameter,0,56,0.95
72,count-size_equate_2_373,count-size,Total Surface Area,Average Diameter,0,56,0.95
73,count-size_equate_2_374,count-size,Total Surface Area,Average Diameter,0,56,1.0
