,UNIQUE_SUBJECT_UID,Task,Train,Test,Generations,Congruity,Ratio,Validation Accuracy
137,count_equate_2_598,count,TS-controlled,TS-controlled,30,Congruent,71,0.9
138,count_equate_2_599,count,TS-controlled,TS-controlled,30,Congruent,71,0.9
139,count_equate_2_600,count,TS-controlled,TS-controlled,30,Congruent,71,0.9
140,count_equate_2_581,count,TS-controlled,TS-controlled,30,Incongruent,71,0.55
141,count_equate_2_582,count,TS-controlled,TS-controlled,30,Incongruent,71,0.75
142,count_equate_2_583,count,TS-controlled,TS-controlled,30,Incongruent,71,0.7
143,count_equate_2_584,count,TS-controlled,TS-controlled,30,Incongruent,71,0.9
144,count_equate_2_585,count,TS-controlled,TS-controlled,30,Incongruent,71,0.65
145,count_equate_2_586,count,TS-controlled,TS-controlled,30,Incongruent,71,0.65
146,count_equate_2_587,count,TS-controlled,TS-controlled,30,Incongruent,71,0.9
147,count_equate_2_588,count,TS-controlled,TS-controlled,30,Incongruent,71,0.6
148,count_equate_2_589,count,TS-controlled,TS-controlled,30,Incongruent,71,0.35
149,count_equate_2_590,count,TS-controlled,TS-controlled,30,Incongruent,71,0.55
150,count_equate_2_591,count,TS-controlled,TS-controlled,30,Incongruent,71,0.95
151,count_equate_2_592,count,TS-controlled,TS-controlled,30,Incongruent,71,0.65
152,count_equate_2_593,count,TS-controlled,TS-controlled,30,Incongruent,71,0.7
153,count_equate_2_594,count,TS-controlled,TS-controlled,30,Incongruent,71,0.85
154,count_equate_2_595,count,TS-controlled,TS-controlled,30,Incongruent,71,0.8
155,count_equate_2_596,count,TS-controlled,TS-controlled,30,Incongruent,71,0.9
156,count_equate_2_597,count,TS-controlled,TS-controlled,30,Incongruent,71,0.7
157,count_equate_2_598,count,TS-controlled,TS-controlled,30,Incongruent,71,0.75
158,count_equate_2_599,count,TS-controlled,TS-controlled,30,Incongruent,71,0.75
159,count_equate_2_600,count,TS-controlled,TS-controlled,30,Incongruent,71,0.8
160,count_equate_2_581,count,TS-controlled,TS-controlled,30,Congruent,75,0.55
161,count_equate_2_582,count,TS-controlled,TS-controlled,30,Congruent,75,0.7
162,count_equate_2_583,count,TS-controlled,TS-controlled,30,Congruent,75,0.8
163,count_equate_2_584,count,TS-controlled,TS-controlled,30,Congruent,75,0.8
164,count_equate_2_585,count,TS-controlled,TS-controlled,30,Congruent,75,0.6
165,count_equate_2_586,count,TS-controlled,TS-controlled,30,Congruent,75,0.75
166,count_equate_2_587,count,TS-controlled,TS-controlled,30,Congruent,75,0.75
167,count_equate_2_588,count,TS-controlled,TS-controlled,30,Congruent,75,0.65
168,count_equate_2_589,count,TS-controlled,TS-controlled,30,Congruent,75,0.35
169,count_equate_2_590,count,TS-controlled,TS-controlled,30,Congruent,75,0.6
170,count_equate_2_591,count,TS-controlled,TS-controlled,30,Congruent,75,0.75
171,count_equate_2_592,count,TS-controlled,TS-controlled,30,Congruent,75,0.7
172,count_equate_2_593,count,TS-controlled,TS-controlled,30,Congruent,75,0.75
173,count_equate_2_594,count,TS-controlled,TS-controlled,30,Congruent,75,0.8
174,count_equate_2_595,count,TS-controlled,TS-controlled,30,Congruent,75,0.85
175,count_equate_2_596,count,TS-controlled,TS-controlled,30,Congruent,75,0.8
176,count_equate_2_597,count,TS-controlled,TS-controlled,30,Congruent,75,0.75
177,count_equate_2_598,count,TS-controlled,TS-controlled,30,Congruent,75,0.6
178,count_equate_2_599,count,TS-controlled,TS-controlled,30,Congruent,75,0.8
179,count_equate_2_600,count,TS-controlled,TS-controlled,30,Congruent,75,0.85
180,count_equate_2_581,count,TS-controlled,TS-controlled,30,Incongruent,75,0.65
181,count_equate_2_582,count,TS-controlled,TS-controlled,30,Incongruent,75,0.8
182,count_equate_2_583,count,TS-controlled,TS-controlled,30,Incongruent,75,0.7
183,count_equate_2_584,count,TS-controlled,TS-controlled,30,Incongruent,75,0.95
184,count_equate_2_585,count,TS-controlled,TS-controlled,30,Incongruent,75,0.8
185,count_equate_2_586,count,TS-controlled,TS-controlled,30,Incongruent,75,0.85
186,count_equate_2_587,count,TS-controlled,TS-controlled,30,Incongruent,75,0.9
187,count_equate_2_588,count,TS-controlled,TS-controlled,30,Incongruent,75,0.85
188,count_equate_2_589,count,TS-controlled,TS-controlled,30,Incongruent,75,0.35
189,count_equate_2_590,count,TS-controlled,TS-controlled,30,Incongruent,75,0.75
190,count_equate_2_591,count,TS-controlled,TS-controlled,30,Incongruent,75,0.9
191,count_equate_2_592,count,TS-controlled,TS-controlled,30,Incongruent,75,0.7
192,count_equate_2_593,count,TS-controlled,TS-controlled,30,Incongruent,75,0.9
193,count_equate_2_594,count,TS-controlled,TS-controlled,30,Incongruent,75,0.9
194,count_equate_2_595,count,TS-controlled,TS-controlled,30,Incongruent,75,0.8
195,count_equate_2_596,count,TS-controlled,TS-controlled,30,Incongruent,75,0.9
196,count_equate_2_597,count,TS-controlled,TS-controlled,30,Incongruent,75,0.9
197,count_equate_2_598,count,TS-controlled,TS-controlled,30,Incongruent,75,0.8
198,count_equate_2_599,count,TS-controlled,TS-controlled,30,Incongruent,75,0.75
199,count_equate_2_600,count,TS-controlled,TS-controlled,30,Incongruent,75,0.85
200,count_equate_2_581,count,TS-controlled,TS-controlled,30,Congruent,86,0.65
201,count_equate_2_582,count,TS-controlled,TS-controlled,30,Congruent,86,0.9
202,count_equate_2_583,count,TS-controlled,TS-controlled,30,Congruent,86,0.85
203,count_equate_2_584,count,TS-controlled,TS-controlled,30,Congruent,86,1.0
204,count_equate_2_585,count,TS-controlled,TS-controlled,30,Congruent,86,0.9
205,count_equate_2_586,count,TS-controlled,TS-controlled,30,Congruent,86,0.85
206,count_equate_2_587,count,TS-controlled,TS-controlled,30,Congruent,86,1.0
207,count_equate_2_588,count,TS-controlled,TS-controlled,30,Congruent,86,0.85
208,count_equate_2_589,count,TS-controlled,TS-controlled,30,Congruent,86,0.35
209,count_equate_2_590,count,TS-controlled,TS-controlled,30,Congruent,86,0.65
210,count_equate_2_591,count,TS-controlled,TS-controlled,30,Congruent,86,1.0
211,count_equate_2_592,count,TS-controlled,TS-controlled,30,Congruent,86,0.85
212,count_equate_2_593,count,TS-controlled,TS-controlled,30,Congruent,86,0.85
213,count_equate_2_594,count,TS-controlled,TS-controlled,30,Congruent,86,0.9
214,count_equate_2_595,count,TS-controlled,TS-controlled,30,Congruent,86,0.9
215,count_equate_2_596,count,TS-controlled,TS-controlled,30,Congruent,86,0.95
216,count_equate_2_597,count,TS-controlled,TS-controlled,30,Congruent,86,0.8
217,count_equate_2_598,count,TS-controlled,TS-controlled,30,Congruent,86,0.9
218,count_equate_2_599,count,TS-controlled,TS-controlled,30,Congruent,86,0.85
219,count_equate_2_600,count,TS-controlled,TS-controlled,30,Congruent,86,0.85
220,count_equate_2_581,count,TS-controlled,TS-controlled,30,Incongruent,86,0.4
221,count_equate_2_582,count,TS-controlled,TS-controlled,30,Incongruent,86,0.65
222,count_equate_2_583,count,TS-controlled,TS-controlled,30,Incongruent,86,0.7
223,count_equate_2_584,count,TS-controlled,TS-controlled,30,Incongruent,86,0.8
224,count_equate_2_585,count,TS-controlled,TS-controlled,30,Incongruent,86,0.8
225,count_equate_2_586,count,TS-controlled,TS-controlled,30,Incongruent,86,0.7
226,count_equate_2_587,count,TS-controlled,TS-controlled,30,Incongruent,86,0.9
227,count_equate_2_588,count,TS-controlled,TS-controlled,30,Incongruent,86,0.75
228,count_equate_2_589,count,TS-controlled,TS-controlled,30,Incongruent,86,0.35
229,count_equate_2_590,count,TS-controlled,TS-controlled,30,Incongruent,86,0.65
230,count_equate_2_591,count,TS-controlled,TS-controlled,30,Incongruent,86,0.8
231,count_equate_2_592,count,TS-controlled,TS-controlled,30,Incongruent,86,0.65
232,count_equate_2_593,count,TS-controlled,TS-controlled,30,Incongruent,86,0.7
233,count_equate_2_594,count,TS-controlled,TS-controlled,30,Incongruent,86,0.65
234,count_equate_2_595,count,TS-controlled,TS-controlled,30,Incongruent,86,0.75
235,count_equate_2_596,count,TS-controlled,TS-controlled,30,Incongruent,86,0.8
236,count_equate_2_597,count,TS-controlled,TS-controlled,30,Incongruent,86,0.75
237,count_equate_2_598,count,TS-controlled,TS-controlled,30,Incongruent,86,0.85
238,count_equate_2_599,count,TS-controlled,TS-controlled,30,Incongruent,86,0.7
239,count_equate_2_600,count,TS-controlled,TS-controlled,30,Incongruent,86,0.8
0,count_equate_2_581,count,TS-controlled,AD-controlled,30,Congruent,50,0.6
1,count_equate_2_582,count,TS-controlled,AD-controlled,30,Congruent,50,0.95
2,count_equate_2_583,count,TS-controlled,AD-controlled,30,Congruent,50,0.8
3,count_equate_2_584,count,TS-controlled,AD-controlled,30,Congruent,50,0.55
4,count_equate_2_585,count,TS-controlled,AD-controlled,30,Congruent,50,0.9
5,count_equate_2_586,count,TS-controlled,AD-controlled,30,Congruent,50,1.0
6,count_equate_2_587,count,TS-controlled,AD-controlled,30,Congruent,50,0.55
7,count_equate_2_588,count,TS-controlled,AD-controlled,30,Congruent,50,0.95
8,count_equate_2_589,count,TS-controlled,AD-controlled,30,Congruent,50,0.65
9,count_equate_2_590,count,TS-controlled,AD-controlled,30,Congruent,50,1.0
10,count_equate_2_591,count,TS-controlled,AD-controlled,30,Congruent,50,0.55
11,count_equate_2_592,count,TS-controlled,AD-controlled,30,Congruent,50,0.95
12,count_equate_2_593,count,TS-controlled,AD-controlled,30,Congruent,50,0.9
13,count_equate_2_594,count,TS-controlled,AD-controlled,30,Congruent,50,0.65
14,count_equate_2_595,count,TS-controlled,AD-controlled,30,Congruent,50,0.9
15,count_equate_2_596,count,TS-controlled,AD-controlled,30,Congruent,50,0.9
16,count_equate_2_597,count,TS-controlled,AD-controlled,30,Congruent,50,0.9
17,count_equate_2_598,count,TS-controlled,AD-controlled,30,Congruent,50,0.8
18,count_equate_2_599,count,TS-controlled,AD-controlled,30,Congruent,50,0.9
19,count_equate_2_600,count,TS-controlled,AD-controlled,30,Congruent,50,0.9
20,count_equate_2_581,count,TS-controlled,AD-controlled,30,Incongruent,50,0.75
21,count_equate_2_582,count,TS-controlled,AD-controlled,30,Incongruent,50,0.7
22,count_equate_2_583,count,TS-controlled,AD-controlled,30,Incongruent,50,0.4
23,count_equate_2_584,count,TS-controlled,AD-controlled,30,Incongruent,50,0.4
24,count_equate_2_585,count,TS-controlled,AD-controlled,30,Incongruent,50,0.45
25,count_equate_2_586,count,TS-controlled,AD-controlled,30,Incongruent,50,0.7
26,count_equate_2_587,count,TS-controlled,AD-controlled,30,Incongruent,50,0.4
27,count_equate_2_588,count,TS-controlled,AD-controlled,30,Incongruent,50,0.65
28,count_equate_2_589,count,TS-controlled,AD-controlled,30,Incongruent,50,0.65
29,count_equate_2_590,count,TS-controlled,AD-controlled,30,Incongruent,50,0.75
30,count_equate_2_591,count,TS-controlled,AD-controlled,30,Incongruent,50,0.5
31,count_equate_2_592,count,TS-controlled,AD-controlled,30,Incongruent,50,0.5
32,count_equate_2_593,count,TS-controlled,AD-controlled,30,Incongruent,50,0.8
33,count_equate_2_594,count,TS-controlled,AD-controlled,30,Incongruent,50,0.3
34,count_equate_2_595,count,TS-controlled,AD-controlled,30,Incongruent,50,0.6
35,count_equate_2_596,count,TS-controlled,AD-controlled,30,Incongruent,50,0.65
36,count_equate_2_597,count,TS-controlled,AD-controlled,30,Incongruent,50,0.6
37,count_equate_2_598,count,TS-controlled,AD-controlled,30,Incongruent,50,0.45
38,count_equate_2_599,count,TS-controlled,AD-controlled,30,Incongruent,50,0.5
39,count_equate_2_600,count,TS-controlled,AD-controlled,30,Incongruent,50,0.7
40,count_equate_2_581,count,TS-controlled,AD-controlled,30,Congruent,56,0.85
41,count_equate_2_582,count,TS-controlled,AD-controlled,30,Congruent,56,1.0
42,count_equate_2_583,count,TS-controlled,AD-controlled,30,Congruent,56,0.95
43,count_equate_2_584,count,TS-controlled,AD-controlled,30,Congruent,56,0.95
44,count_equate_2_585,count,TS-controlled,AD-controlled,30,Congruent,56,1.0
45,count_equate_2_586,count,TS-controlled,AD-controlled,30,Congruent,56,1.0
46,count_equate_2_587,count,TS-controlled,AD-controlled,30,Congruent,56,0.95
47,count_equate_2_588,count,TS-controlled,AD-controlled,30,Congruent,56,0.95
48,count_equate_2_589,count,TS-controlled,AD-controlled,30,Congruent,56,0.35
49,count_equate_2_590,count,TS-controlled,AD-controlled,30,Congruent,56,0.9
50,count_equate_2_591,count,TS-controlled,AD-controlled,30,Congruent,56,0.95
51,count_equate_2_592,count,TS-controlled,AD-controlled,30,Congruent,56,1.0
52,count_equate_2_593,count,TS-controlled,AD-controlled,30,Congruent,56,1.0
53,count_equate_2_594,count,TS-controlled,AD-controlled,30,Congruent,56,0.9
54,count_equate_2_595,count,TS-controlled,AD-controlled,30,Congruent,56,1.0
55,count_equate_2_596,count,TS-controlled,AD-controlled,30,Congruent,56,1.0
56,count_equate_2_597,count,TS-controlled,AD-controlled,30,Congruent,56,1.0
57,count_equate_2_598,count,TS-controlled,AD-controlled,30,Congruent,56,1.0
58,count_equate_2_599,count,TS-controlled,AD-controlled,30,Congruent,56,1.0
59,count_equate_2_600,count,TS-controlled,AD-controlled,30,Congruent,56,1.0
60,count_equate_2_581,count,TS-controlled,AD-controlled,30,Incongruent,56,0.8
61,count_equate_2_582,count,TS-controlled,AD-controlled,30,Incongruent,56,0.85
62,count_equate_2_583,count,TS-controlled,AD-controlled,30,Incongruent,56,0.8
63,count_equate_2_584,count,TS-controlled,AD-controlled,30,Incongruent,56,0.8
64,count_equate_2_585,count,TS-controlled,AD-controlled,30,Incongruent,56,0.65
65,count_equate_2_586,count,TS-controlled,AD-controlled,30,Incongruent,56,0.85
66,count_equate_2_587,count,TS-controlled,AD-controlled,30,Incongruent,56,0.8
67,count_equate_2_588,count,TS-controlled,AD-controlled,30,Incongruent,56,0.65
68,count_equate_2_589,count,TS-controlled,AD-controlled,30,Incongruent,56,0.4
69,count_equate_2_590,count,TS-controlled,AD-controlled,30,Incongruent,56,0.6
70,count_equate_2_591,count,TS-controlled,AD-controlled,30,Incongruent,56,0.8
71,count_equate_2_592,count,TS-controlled,AD-controlled,30,Incongruent,56,0.8
72,count_equate_2_593,count,TS-controlled,AD-controlled,30,Incongruent,56,0.85
73,count_equate_2_594,count,TS-controlled,AD-controlled,30,Incongruent,56,0.85
74,count_equate_2_595,count,TS-controlled,AD-controlled,30,Incongruent,56,0.85
75,count_equate_2_596,count,TS-controlled,AD-controlled,30,Incongruent,56,0.95
76,count_equate_2_597,count,TS-controlled,AD-controlled,30,Incongruent,56,0.75
77,count_equate_2_598,count,TS-controlled,AD-controlled,30,Incongruent,56,0.8
78,count_equate_2_599,count,TS-controlled,AD-controlled,30,Incongruent,56,0.8
79,count_equate_2_600,count,TS-controlled,AD-controlled,30,Incongruent,56,0.9
80,count_equate_2_581,count,TS-controlled,AD-controlled,30,Congruent,63,0.8
81,count_equate_2_582,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
82,count_equate_2_583,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
83,count_equate_2_584,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
84,count_equate_2_585,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
85,count_equate_2_586,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
86,count_equate_2_587,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
87,count_equate_2_588,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
88,count_equate_2_589,count,TS-controlled,AD-controlled,30,Congruent,63,0.25
89,count_equate_2_590,count,TS-controlled,AD-controlled,30,Congruent,63,0.95
90,count_equate_2_591,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
91,count_equate_2_592,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
92,count_equate_2_593,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
93,count_equate_2_594,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
94,count_equate_2_595,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
95,count_equate_2_596,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
96,count_equate_2_597,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
97,count_equate_2_598,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
98,count_equate_2_599,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
99,count_equate_2_600,count,TS-controlled,AD-controlled,30,Congruent,63,1.0
100,count_equate_2_581,count,TS-controlled,AD-controlled,30,Incongruent,63,0.55
101,count_equate_2_582,count,TS-controlled,AD-controlled,30,Incongruent,63,0.8
102,count_equate_2_583,count,TS-controlled,AD-controlled,30,Incongruent,63,0.75
103,count_equate_2_584,count,TS-controlled,AD-controlled,30,Incongruent,63,0.85
104,count_equate_2_585,count,TS-controlled,AD-controlled,30,Incongruent,63,0.7
105,count_equate_2_586,count,TS-controlled,AD-controlled,30,Incongruent,63,0.75
106,count_equate_2_587,count,TS-controlled,AD-controlled,30,Incongruent,63,0.85
107,count_equate_2_588,count,TS-controlled,AD-controlled,30,Incongruent,63,0.65
108,count_equate_2_589,count,TS-controlled,AD-controlled,30,Incongruent,63,0.35
109,count_equate_2_590,count,TS-controlled,AD-controlled,30,Incongruent,63,0.65
110,count_equate_2_591,count,TS-controlled,AD-controlled,30,Incongruent,63,0.8
111,count_equate_2_592,count,TS-controlled,AD-controlled,30,Incongruent,63,0.75
112,count_equate_2_593,count,TS-controlled,AD-controlled,30,Incongruent,63,0.7
113,count_equate_2_594,count,TS-controlled,AD-controlled,30,Incongruent,63,0.75
114,count_equate_2_595,count,TS-controlled,AD-controlled,30,Incongruent,63,0.8
115,count_equate_2_596,count,TS-controlled,AD-controlled,30,Incongruent,63,0.85
116,count_equate_2_597,count,TS-controlled,AD-controlled,30,Incongruent,63,0.85
117,count_equate_2_598,count,TS-controlled,AD-controlled,30,Incongruent,63,0.7
118,count_equate_2_599,count,TS-controlled,AD-controlled,30,Incongruent,63,0.7
119,count_equate_2_600,count,TS-controlled,AD-controlled,30,Incongruent,63,0.85
120,count_equate_2_581,count,TS-controlled,AD-controlled,30,Congruent,71,0.75
121,count_equate_2_582,count,TS-controlled,AD-controlled,30,Congruent,71,1.0
122,count_equate_2_583,count,TS-controlled,AD-controlled,30,Congruent,71,0.9
123,count_equate_2_584,count,TS-controlled,AD-controlled,30,Congruent,71,1.0
124,count_equate_2_585,count,TS-controlled,AD-controlled,30,Congruent,71,1.0
125,count_equate_2_586,count,TS-controlled,AD-controlled,30,Congruent,71,1.0
126,count_equate_2_587,count,TS-controlled,AD-controlled,30,Congruent,71,1.0
127,count_equate_2_588,count,TS-controlled,AD-controlled,30,Congruent,71,0.95
128,count_equate_2_589,count,TS-controlled,AD-controlled,30,Congruent,71,0.3
129,count_equate_2_590,count,TS-controlled,AD-controlled,30,Congruent,71,0.9
130,count_equate_2_591,count,TS-controlled,AD-controlled,30,Congruent,71,1.0
131,count_equate_2_592,count,TS-controlled,AD-controlled,30,Congruent,71,1.0
132,count_equate_2_593,count,TS-controlled,AD-controlled,30,Congruent,71,1.0
133,count_equate_2_594,count,TS-controlled,AD-controlled,30,Congruent,71,0.95
134,count_equate_2_595,count,TS-controlled,AD-controlled,30,Congruent,71,1.0
135,count_equate_2_596,count,TS-controlled,AD-controlled,30,Congruent,71,1.0
136,count_equate_2_597,count,TS-controlled,AD-controlled,30,Congruent,71,0.9
137,count_equate_2_598,count,TS-controlled,AD-controlled,30,Congruent,71,0.95
138,count_equate_2_599,count,TS-controlled,AD-controlled,30,Congruent,71,0.95
139,count_equate_2_600,count,TS-controlled,AD-controlled,30,Congruent,71,0.95
140,count_equate_2_581,count,TS-controlled,AD-controlled,30,Incongruent,71,0.5
141,count_equate_2_582,count,TS-controlled,AD-controlled,30,Incongruent,71,0.8
142,count_equate_2_583,count,TS-controlled,AD-controlled,30,Incongruent,71,0.75
143,count_equate_2_584,count,TS-controlled,AD-controlled,30,Incongruent,71,1.0
144,count_equate_2_585,count,TS-controlled,AD-controlled,30,Incongruent,71,0.8
145,count_equate_2_586,count,TS-controlled,AD-controlled,30,Incongruent,71,0.95
146,count_equate_2_587,count,TS-controlled,AD-controlled,30,Incongruent,71,0.95
147,count_equate_2_588,count,TS-controlled,AD-controlled,30,Incongruent,71,0.7
148,count_equate_2_589,count,TS-controlled,AD-controlled,30,Incongruent,71,0.35
149,count_equate_2_590,count,TS-controlled,AD-controlled,30,Incongruent,71,0.85
150,count_equate_2_591,count,TS-controlled,AD-controlled,30,Incongruent,71,1.0
151,count_equate_2_592,count,TS-controlled,AD-controlled,30,Incongruent,71,0.85
152,count_equate_2_593,count,TS-controlled,AD-controlled,30,Incongruent,71,0.8
153,count_equate_2_594,count,TS-controlled,AD-controlled,30,Incongruent,71,0.75
154,count_equate_2_595,count,TS-controlled,AD-controlled,30,Incongruent,71,0.9
155,count_equate_2_596,count,TS-controlled,AD-controlled,30,Incongruent,71,0.95
156,count_equate_2_597,count,TS-controlled,AD-controlled,30,Incongruent,71,0.85
157,count_equate_2_598,count,TS-controlled,AD-controlled,30,Incongruent,71,0.85
158,count_equate_2_599,count,TS-controlled,AD-controlled,30,Incongruent,71,0.75
159,count_equate_2_600,count,TS-controlled,AD-controlled,30,Incongruent,71,0.9
160,count_equate_2_581,count,TS-controlled,AD-controlled,30,Congruent,75,0.9
161,count_equate_2_582,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
162,count_equate_2_583,count,TS-controlled,AD-controlled,30,Congruent,75,0.75
163,count_equate_2_584,count,TS-controlled,AD-controlled,30,Congruent,75,0.95
164,count_equate_2_585,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
165,count_equate_2_586,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
166,count_equate_2_587,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
167,count_equate_2_588,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
168,count_equate_2_589,count,TS-controlled,AD-controlled,30,Congruent,75,0.35
169,count_equate_2_590,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
170,count_equate_2_591,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
171,count_equate_2_592,count,TS-controlled,AD-controlled,30,Congruent,75,0.9
172,count_equate_2_593,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
173,count_equate_2_594,count,TS-controlled,AD-controlled,30,Congruent,75,0.85
174,count_equate_2_595,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
175,count_equate_2_596,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
176,count_equate_2_597,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
177,count_equate_2_598,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
178,count_equate_2_599,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
179,count_equate_2_600,count,TS-controlled,AD-controlled,30,Congruent,75,1.0
180,count_equate_2_581,count,TS-controlled,AD-controlled,30,Incongruent,75,0.5
181,count_equate_2_582,count,TS-controlled,AD-controlled,30,Incongruent,75,0.8
182,count_equate_2_583,count,TS-controlled,AD-controlled,30,Incongruent,75,0.8
183,count_equate_2_584,count,TS-controlled,AD-controlled,30,Incongruent,75,0.75
184,count_equate_2_585,count,TS-controlled,AD-controlled,30,Incongruent,75,0.6
185,count_equate_2_586,count,TS-controlled,AD-controlled,30,Incongruent,75,0.6
186,count_equate_2_587,count,TS-controlled,AD-controlled,30,Incongruent,75,0.75
187,count_equate_2_588,count,TS-controlled,AD-controlled,30,Incongruent,75,0.65
188,count_equate_2_589,count,TS-controlled,AD-controlled,30,Incongruent,75,0.35
189,count_equate_2_590,count,TS-controlled,AD-controlled,30,Incongruent,75,0.65
190,count_equate_2_591,count,TS-controlled,AD-controlled,30,Incongruent,75,0.75
191,count_equate_2_592,count,TS-controlled,AD-controlled,30,Incongruent,75,0.65
192,count_equate_2_593,count,TS-controlled,AD-controlled,30,Incongruent,75,0.7
193,count_equate_2_594,count,TS-controlled,AD-controlled,30,Incongruent,75,0.75
194,count_equate_2_595,count,TS-controlled,AD-controlled,30,Incongruent,75,0.75
195,count_equate_2_596,count,TS-controlled,AD-controlled,30,Incongruent,75,0.75
196,count_equate_2_597,count,TS-controlled,AD-controlled,30,Incongruent,75,0.8
197,count_equate_2_598,count,TS-controlled,AD-controlled,30,Incongruent,75,0.6
198,count_equate_2_599,count,TS-controlled,AD-controlled,30,Incongruent,75,0.75
199,count_equate_2_600,count,TS-controlled,AD-controlled,30,Incongruent,75,0.75
200,count_equate_2_581,count,TS-controlled,AD-controlled,30,Congruent,86,0.7
201,count_equate_2_582,count,TS-controlled,AD-controlled,30,Congruent,86,0.9
202,count_equate_2_583,count,TS-controlled,AD-controlled,30,Congruent,86,0.75
203,count_equate_2_584,count,TS-controlled,AD-controlled,30,Congruent,86,0.9
204,count_equate_2_585,count,TS-controlled,AD-controlled,30,Congruent,86,0.85
205,count_equate_2_586,count,TS-controlled,AD-controlled,30,Congruent,86,0.85
206,count_equate_2_587,count,TS-controlled,AD-controlled,30,Congruent,86,0.95
207,count_equate_2_588,count,TS-controlled,AD-controlled,30,Congruent,86,0.8
208,count_equate_2_589,count,TS-controlled,AD-controlled,30,Congruent,86,0.35
209,count_equate_2_590,count,TS-controlled,AD-controlled,30,Congruent,86,0.85
210,count_equate_2_591,count,TS-controlled,AD-controlled,30,Congruent,86,0.95
211,count_equate_2_592,count,TS-controlled,AD-controlled,30,Congruent,86,1.0
212,count_equate_2_593,count,TS-controlled,AD-controlled,30,Congruent,86,0.9
213,count_equate_2_594,count,TS-controlled,AD-controlled,30,Congruent,86,0.95
214,count_equate_2_595,count,TS-controlled,AD-controlled,30,Congruent,86,0.9
215,count_equate_2_596,count,TS-controlled,AD-controlled,30,Congruent,86,0.85
216,count_equate_2_597,count,TS-controlled,AD-controlled,30,Congruent,86,0.9
217,count_equate_2_598,count,TS-controlled,AD-controlled,30,Congruent,86,0.95
218,count_equate_2_599,count,TS-controlled,AD-controlled,30,Congruent,86,0.9
219,count_equate_2_600,count,TS-controlled,AD-controlled,30,Congruent,86,0.85
220,count_equate_2_581,count,TS-controlled,AD-controlled,30,Incongruent,86,0.65
221,count_equate_2_582,count,TS-controlled,AD-controlled,30,Incongruent,86,0.7
222,count_equate_2_583,count,TS-controlled,AD-controlled,30,Incongruent,86,0.8
223,count_equate_2_584,count,TS-controlled,AD-controlled,30,Incongruent,86,0.9
224,count_equate_2_585,count,TS-controlled,AD-controlled,30,Incongruent,86,0.85
225,count_equate_2_586,count,TS-controlled,AD-controlled,30,Incongruent,86,0.9
226,count_equate_2_587,count,TS-controlled,AD-controlled,30,Incongruent,86,0.9
227,count_equate_2_588,count,TS-controlled,AD-controlled,30,Incongruent,86,0.8
228,count_equate_2_589,count,TS-controlled,AD-controlled,30,Incongruent,86,0.35
229,count_equate_2_590,count,TS-controlled,AD-controlled,30,Incongruent,86,0.75
230,count_equate_2_591,count,TS-controlled,AD-controlled,30,Incongruent,86,0.9
231,count_equate_2_592,count,TS-controlled,AD-controlled,30,Incongruent,86,0.85
232,count_equate_2_593,count,TS-controlled,AD-controlled,30,Incongruent,86,0.85
233,count_equate_2_594,count,TS-controlled,AD-controlled,30,Incongruent,86,0.85
234,count_equate_2_595,count,TS-controlled,AD-controlled,30,Incongruent,86,0.9
235,count_equate_2_596,count,TS-controlled,AD-controlled,30,Incongruent,86,0.85
236,count_equate_2_597,count,TS-controlled,AD-controlled,30,Incongruent,86,0.85
237,count_equate_2_598,count,TS-controlled,AD-controlled,30,Incongruent,86,0.9
238,count_equate_2_599,count,TS-controlled,AD-controlled,30,Incongruent,86,0.85
239,count_equate_2_600,count,TS-controlled,AD-controlled,30,Incongruent,86,0.85
0,count_equate_2_581,count,TS-controlled,CH-controlled,30,Congruent,50,0.75
